48.75,37.5,12.5,48.75,37.5,0.0,-3.54,-2.7,-0.0,214
50.0,37.5,14.25,48.75,37.5,0.0,-3.54,-2.7,-0.0,215
50.25,37.5,15.0,50.25,37.5,0.0,-3.65,-2.71,-0.0,216
50.25,37.5,16.0,50.25,37.5,0.0,-3.65,-2.71,-0.0,217
50.25,37.5,16.0,50.25,37.5,0.0,-3.65,-2.72,-0.0,218
51.0,36.5,16.75,50.25,37.5,0.0,-3.65,-2.72,-0.0,219
51.0,36.5,16.75,51.0,36.5,0.0,-3.7,-2.65,-0.0,220
50.25,36.0,17.75,51.0,36.5,0.0,-3.7,-2.65,-0.0,221
50.5,35.5,18.0,50.5,35.5,0.0,-3.66,-2.58,-0.0,222
50.5,35.5,18.5,50.5,35.5,0.0,-3.66,-2.58,-0.0,223
50.5,35.5,18.5,50.5,35.5,0.0,-3.65,-2.59,-0.0,224
50.5,35.5,19.0,50.5,35.5,0.0,-3.65,-2.59,-0.0,225
51.0,35.0,19.5,51.0,35.0,0.0,-3.69,-2.55,-0.0,226
51.0,35.0,19.75,51.0,35.0,0.0,-3.69,-2.55,-0.0,227
